AT,V,AP,RH,PE
21.34,48.06,1014.49,63.23,470.6544347989292
23.37,70.94,1008.01,81.28,453.47869523837466
9.0,39.18,1024.38,84.91,495.2111201090382
26.54,69.48,1010.7,66.09,446.8802008349492
29.3,68.08,1011.23,56.23,446.0981585754274
26.49,78.92,1010.82,83.42,446.6027340533584
25.21,70.04,1009.51,76.13,445.9656156552935
8.27,39.64,1011.0,84.64,492.8061794236543
29.97,73.06,1009.41,78.26,444.9125593587452
24.19,68.94,1007.37,70.83,450.9241150154108
23.09,51.19,1009.4,81.61,456.5993960866449
29.09,70.98,1007.86,80.35,452.81408543176
20.06,47.03,1013.66,83.23,472.6635644310524
21.28,70.32,1011.55,88.05,450.8018213247522
31.94,74.99,1002.05,34.12,451.3205990140044
31.31,64.44,1014.24,51.08,450.9717540013363
14.78,38.58,1017.02,82.4,471.7638088532916
10.41,36.71,1022.02,84.56,486.7330169522693
17.82,65.48,1019.64,86.6,460.7888086229873
25.1,61.47,1007.84,75.75,460.0767808760877
14.84,38.91,1013.78,69.27,479.2474435266453
8.72,40.72,1023.48,77.87,496.671639608172
29.03,69.51,1009.8,47.04,447.5740721281677
28.51,76.09,1007.88,78.2,450.7683949649421
5.68,40.35,1012.11,92.86,498.73485722250086
27.62,63.9,1013.11,43.56,454.9557694440769
11.69,39.22,1017.05,55.51,483.8474559139701
27.16,71.32,1007.81,89.07,442.76355433690367
28.86,49.3,1003.93,52.85,448.7389461641828
16.32,43.56,1014.4,59.77,476.04221603754144
5.19,40.78,1025.24,95.07,495.5799212872342
8.95,36.18,1014.08,76.94,490.1859819496647
28.32,47.93,1003.26,54.5,450.5682100717237
19.86,59.14,1016.12,69.32,461.55307914594863
6.69,36.24,1013.35,91.09,497.2985406748418
28.87,71.97,1008.74,82.61,446.2332495574525
4.87,42.85,1013.6,92.3,493.0187391180175
22.89,48.98,1014.55,48.21,461.1037953433921
26.73,68.84,1010.75,66.83,453.13875193094617
17.45,42.28,1007.64,69.19,474.444999050189
28.81,56.86,1005.82,56.86,446.3527145616426
18.88,43.69,1016.77,46.88,477.7341073530922
14.38,40.66,1016.34,92.37,476.1366258828767
26.13,48.06,1013.5,47.67,453.7488841863859
24.69,71.73,1010.13,70.54,448.66837774849785
9.59,37.14,1013.8,72.85,486.4230471735009
13.75,40.89,1011.21,82.8,482.7601127911476
24.84,59.22,1013.18,83.08,454.7486545614869
7.44,38.5,1012.81,70.27,499.03596295777976
20.27,57.76,1016.66,75.76,462.0538351458181
23.5,50.23,1017.51,75.15,469.3620761396657
20.51,39.72,1002.25,47.97,465.7056262676552
29.76,73.56,1008.07,84.85,445.6988760260845
23.63,58.62,1016.45,69.97,457.49932725972656
23.88,69.94,1007.48,61.0,451.7017641093362
20.72,68.61,1011.25,87.1,460.237871516476
20.03,47.45,1009.04,77.56,461.2806451374039
29.56,71.14,1011.42,53.18,444.0271266724598
11.3,43.14,1019.56,99.83,482.1825952278098
18.68,46.0,1002.2,97.17,458.5410270100135
20.66,41.54,1014.68,79.7,477.48809380689806
19.9,56.53,1020.52,78.05,470.2834925303383
12.37,43.22,1009.1,76.06,481.34001910621504
12.24,41.2,1012.48,89.85,484.24028317660463
20.15,49.5,1013.47,66.7,473.4959460685556
27.18,59.27,1012.57,64.18,452.2667055107142
15.09,44.34,1019.46,60.49,481.21005421302095
14.97,42.28,1007.31,79.25,479.219992664542
16.97,50.9,1012.31,82.65,476.8001922569181
5.62,40.62,1015.81,85.34,496.4491023615021
10.22,38.18,1018.01,70.7,486.7425372415181
24.05,61.87,1009.64,54.54,453.8971733812867
27.46,66.54,1002.39,67.09,443.2335998797532
32.56,68.94,1007.12,58.18,438.3473395623488
21.3,41.1,1001.86,42.75,467.59888223210334
26.23,59.87,1012.93,66.62,459.8302924112677
23.1,72.99,1008.85,90.54,453.0723119859192
4.97,42.85,1014.02,88.78,496.3110717521672
23.8,48.6,1002.43,67.32,452.0028989882263
12.87,41.5,1013.51,85.72,481.664665314545
7.19,38.91,1016.53,88.61,498.2977248177747
27.16,72.58,1009.24,90.26,442.3205678919606
13.84,44.9,1007.58,63.62,475.75567513127424
24.66,58.86,1013.86,56.39,458.45256259822713
19.09,43.14,1012.34,45.75,477.3352405257162
20.34,69.45,1012.76,91.05,454.39700930484565
14.3,41.93,1020.6,65.38,483.4922957389584
11.05,40.71,1024.91,76.42,492.6554403002753
29.5,71.14,1011.27,52.81,441.6603152744672
7.01,37.8,1021.47,62.84,493.27643515912246
10.02,39.96,1024.88,96.85,485.4262186515664
21.71,60.27,1015.74,89.76,453.9883596145468
18.72,60.07,1015.81,70.55,466.36361762433256
7.49,39.81,1019.03,87.29,496.210030401602
11.33,41.16,1019.05,87.13,482.48085493366
24.94,74.33,1014.3,75.34,449.3633643763082
24.57,49.82,1016.82,65.25,464.1171105508285
8.95,38.56,1017.85,64.34,487.1509740493517
10.8,39.58,1011.99,87.54,489.694507138108
11.8,42.34,1020.25,93.54,479.2700613319109
8.97,36.24,1013.21,90.77,488.8469815396576
30.68,73.67,1005.63,57.05,442.9801660772473
20.27,57.76,1016.66,75.76,464.44939551610815
10.31,40.67,1017.61,69.61,496.45756859414354
20.16,57.76,1019.34,72.1,466.9565971071988
32.0,65.74,1011.22,46.16,451.8572080352951
10.22,39.16,1015.71,96.2,490.95339007968585
15.79,58.86,1015.85,91.91,468.43609678667696
13.88,48.79,1017.28,79.4,477.27964177253614
13.01,41.49,1019.82,92.86,477.82993884694815
10.07,40.92,1021.43,97.15,479.4165138595207
19.98,49.15,1021.56,63.89,469.908336032638
14.1,44.84,1025.09,79.42,481.78342975789866
14.2,40.92,1022.26,71.71,473.2601506731922
25.04,51.95,1005.56,66.53,460.9621193708825
25.88,69.13,1002.44,85.67,439.77589684158943
22.78,58.59,1012.84,65.55,458.0433877893525
12.04,40.78,1025.21,85.97,475.1671138373188
19.54,44.57,1007.19,78.93,461.5968279234726
24.79,67.83,1009.32,61.46,449.17489336536977
11.64,40.22,1010.58,80.84,490.7751380489949
30.33,70.36,1006.72,70.31,452.8532224350311
25.17,68.08,1012.83,60.87,448.22379334998
12.71,43.8,1023.15,71.16,478.00225688168337
30.73,69.89,1015.0,58.9,439.2795172301621
6.03,41.17,1019.81,84.2,500.5271715366367
22.16,64.63,1020.81,68.47,462.8866113763492
9.08,42.49,1010.67,85.35,492.7998909958113
23.02,63.47,1012.21,80.61,456.29039855992346
21.69,44.57,1005.84,71.53,460.5946933712815
24.64,72.24,1011.37,80.61,446.50640214383407
16.71,46.18,1011.61,95.82,472.291290884258
30.25,68.24,1006.58,31.9,445.7630654826008
19.97,59.14,1016.05,70.58,461.4803468427908
19.66,58.79,1017.17,84.16,461.3897457099519
27.44,65.59,1010.76,68.67,453.74426922105874
20.78,68.28,1008.75,60.87,461.8961302454651
29.23,77.3,1002.71,65.24,452.5822223576464
9.75,35.76,1019.88,62.31,485.6189355223835
22.35,58.59,1013.99,79.78,456.51876971262567
29.77,67.07,1005.82,48.38,447.6491141450203
8.96,40.02,1031.21,82.32,486.3436777955124
6.69,43.65,1020.14,69.55,496.7466072808724
6.25,39.04,1019.65,71.27,496.9106081910186
18.13,49.39,1021.29,82.52,471.5014487071225
9.35,44.03,1011.02,88.11,487.4682241183965
10.2,41.01,1021.39,96.64,481.0529353289466
29.87,73.91,1004.53,74.3,444.4754367690804
6.93,43.13,1018.61,88.31,498.9542878695664
11.28,40.55,1006.23,97.78,488.03485786201134
28.88,71.98,1005.37,74.24,440.6252031172177
19.93,57.25,1010.6,89.34,467.43890738814537
21.31,42.8,1014.1,75.77,472.0288492169061
14.55,42.74,1028.41,70.09,477.5753113798166
32.06,69.88,1006.88,63.53,446.7286441766461
12.04,40.23,1018.07,81.28,485.1784286940901
24.18,58.49,1011.3,77.82,459.2502203389863
13.83,41.49,1020.11,87.29,481.83747669601183
13.45,41.49,1020.19,88.72,478.53311461994696
18.8,47.83,1005.86,76.77,466.28417127359535
4.49,40.27,1012.01,76.5,506.6975641544067
20.74,59.8,1015.46,76.39,466.1949149440752
13.18,52.72,1024.67,75.96,482.04066158768256
23.95,59.92,1010.15,86.37,447.7406057468325
13.34,40.83,1008.09,85.85,485.0761110329108
24.54,44.89,1010.05,59.13,457.0652023462698
25.67,74.78,1010.24,68.87,452.1547134315848
17.33,42.28,1007.97,50.33,475.00985902047216
13.31,41.26,1020.83,79.55,475.2859368012
19.8,52.9,1017.75,66.67,468.0426218011253
5.15,40.07,1012.27,63.31,508.8178270271006
22.05,63.31,1012.39,76.95,453.8269112596618
22.24,64.27,1012.97,89.54,455.6376232364812
22.1,71.29,1008.2,75.38,454.77997522226
26.16,52.36,1013.62,58.52,463.10870504225335
9.23,39.66,1019.44,76.11,495.0633204978719
31.63,70.17,999.4,59.94,444.693883343016
17.75,42.24,1016.86,61.52,480.05606272130166
11.32,36.18,1015.03,64.68,485.0809241912473
31.85,73.21,1000.98,72.2,448.5783279243725
8.52,41.55,1002.09,86.81,496.3913619767048
13.82,40.2,1013.19,90.11,479.8850034978139
24.96,70.47,1007.73,76.48,450.2584199556781
14.65,35.4,1016.16,60.26,481.7380882175023
9.14,40.6,1015.34,88.91,495.04485419498064
7.49,39.81,1019.03,87.29,496.5532082071282
11.31,39.61,1018.74,68.9,484.3924690181138
10.99,44.63,1020.67,90.09,486.99485869257217
22.49,69.84,1006.78,73.76,448.25731990532506
25.21,60.37,1006.01,73.14,448.169453869919
23.57,67.9,1006.08,70.12,459.4811864797818
25.01,68.63,1013.76,43.65,460.2084318475679
31.7,70.36,1006.26,58.18,451.82685925390655
24.39,70.72,1009.78,82.25,455.235178093334
10.28,39.64,1010.45,74.15,489.37618753447015
12.88,44.0,1022.71,88.58,483.1074547218431
24.24,70.32,1009.38,82.83,447.4984056902443
23.18,72.99,1009.01,90.09,452.0442582600261
22.51,59.21,1018.35,71.97,457.64741877454384
26.1,58.9,1004.18,71.63,456.4091293671064
13.89,41.49,1020.02,86.47,485.0248799518788
15.96,41.66,1011.93,55.47,479.5137231130837
23.38,59.07,1009.29,92.4,454.639651772119
32.31,68.94,1006.11,71.78,444.44659661191537
30.73,69.89,1015.0,58.9,439.7990651343693
23.6,62.44,1011.52,78.12,452.6847597033426
12.67,41.16,1016.92,92.8,473.3931344799181
7.21,42.03,1017.81,90.12,494.1480025448784
20.53,54.9,1016.61,61.28,467.99155446265206
30.61,67.69,1004.97,47.46,442.3555376944244
17.67,43.96,1011.68,82.13,477.74073958602
10.88,44.63,1020.52,86.81,483.17408420594256
19.08,58.59,1013.42,68.88,463.19709405320816
25.09,65.38,1009.99,54.28,467.00655278270966
5.46,40.81,1025.73,93.52,486.3996685755852
29.73,73.06,1010.27,84.84,443.9493144994381
26.09,60.23,1010.74,60.88,457.9933463120252
23.34,63.73,1012.1,79.11,456.3113703556317
28.28,61.47,1009.44,60.89,455.8368257825786
8.75,40.22,1008.96,90.53,496.0142406653558
25.3,58.46,1015.91,69.71,449.41248903500434
18.91,43.14,1013.56,58.34,470.8179703971492
27.22,66.48,1004.59,52.66,448.4650243440833
18.22,39.63,1005.11,79.0,479.18090225760216
23.45,69.04,1010.5,80.77,452.4898537057173
23.64,63.31,1014.5,61.83,452.9958530229517
26.28,73.06,1008.06,90.7,451.0144750015677
26.92,62.44,1011.09,70.8,449.9632547784584
27.41,69.98,1008.51,65.49,444.0930654705329
30.12,74.16,1013.13,63.56,443.8269779213031
24.73,74.22,1010.15,79.83,448.6623348004517
26.34,69.04,1009.44,72.06,456.73595974552046
11.73,37.92,1008.02,72.68,485.66529753573127
27.77,51.43,1006.58,69.01,450.1323568904089
31.46,71.29,1008.57,41.79,443.2893039941281
10.76,40.78,1023.81,87.96,482.5625304810655
27.51,63.73,1009.97,66.14,452.7233602682924
13.47,41.14,1026.09,82.96,475.8150036031042
9.01,38.56,1016.67,63.61,496.9494390229474
27.5,49.3,1004.02,59.23,451.4832555131829
9.52,40.96,1023.48,86.49,498.7138914613328
20.25,59.8,1015.3,82.69,465.4393173561675
32.18,65.74,1010.89,46.52,447.3772548858613
32.41,72.86,1003.69,58.04,446.0430160530858
15.78,41.16,1008.43,80.25,475.5652901302109
15.62,40.89,1007.01,79.21,477.2838495546299
31.53,74.99,1003.93,58.29,443.34488966421134
26.33,61.41,1011.9,52.1,466.67701850900056
27.88,63.87,1017.79,40.0,454.1867335421723
11.67,36.18,1016.03,61.44,484.7525394366979
25.47,70.36,1005.79,77.73,449.5817244327907
25.43,70.17,1000.46,87.84,448.4464956088788
21.88,69.71,1010.28,97.64,457.4424350579637
24.82,71.94,1010.5,64.67,452.499635611952
22.81,58.96,1013.5,55.66,465.41473698834193
16.88,39.99,1007.08,74.29,472.9637581385334
11.85,42.07,1017.92,93.45,479.5125043847899
25.73,66.54,1010.07,55.97,447.9004070693239
18.62,59.15,1012.85,82.54,462.0705331071249
14.2,40.92,1022.26,71.71,473.519704503177
15.62,58.59,1013.91,97.6,468.9041404386856
21.81,65.46,1013.97,52.16,456.3922373573794
9.93,41.62,1013.76,96.02,476.1302531203325
6.03,41.17,1019.81,84.2,498.0700241444088
34.3,74.67,1015.98,25.89,440.49442364596575
14.91,40.73,1017.44,86.91,469.2776702632257
16.73,43.79,1016.25,73.58,480.6182081308447
32.38,67.17,1006.97,60.04,450.8610434851863
21.84,58.86,1014.13,69.67,456.85284378835337
11.36,38.25,1013.22,86.16,485.9094905391994
7.0,35.77,1018.21,64.84,495.92987165744086
23.48,51.43,1007.13,84.83,453.06425603592993
32.98,73.88,1006.31,47.55,453.86786954118
19.1,56.53,1020.18,76.38,469.001704228837
30.66,70.98,1007.6,72.08,447.5366908421443
30.2,69.59,1008.9,67.32,447.1201390142453
28.1,61.02,1011.28,59.05,450.5530009421411
13.6,42.86,1013.37,87.52,483.7216348538127
29.01,64.79,1017.62,44.31,452.6063606119909
27.9,63.13,1011.8,70.04,451.2816355792996
17.27,44.9,1007.85,78.8,466.3492427447084
21.58,63.87,1015.27,63.15,465.78603608886266
8.83,41.92,1031.8,78.97,494.94279072555975
21.09,67.07,1004.38,89.01,457.0966414843308
27.71,66.93,1016.85,58.77,459.8951918681024
16.5,44.63,1020.58,64.11,472.5642330779882
18.16,43.72,1008.64,75.22,467.2131843469477
16.58,37.64,1015.23,81.59,472.59774604804704
6.03,40.78,1025.53,98.68,493.7112600307676
6.08,35.79,1011.08,90.59,497.0719203841924
15.62,41.76,1023.82,66.17,470.6954737081508
24.2,60.77,1016.92,71.65,451.6869011642981
11.02,40.81,1016.31,78.13,486.172965880894
11.28,43.41,1017.91,81.03,481.81847792159385
25.77,59.39,1014.76,69.99,450.39363556813566
13.4,41.58,1020.5,71.17,472.056403642071
17.12,58.95,1016.74,90.41,462.60824217620177
18.79,49.15,1021.69,70.16,471.3161656864987
23.23,56.89,1012.87,75.43,453.9427457039184
14.82,44.58,1020.13,74.88,485.51496411629785
21.5,44.58,1016.87,57.58,473.0333734380804
28.44,77.54,1011.73,77.3,443.2605089105397
22.56,70.79,1005.85,93.09,448.2118075366621
30.44,56.24,1005.19,56.24,442.9382045298008
18.73,40.12,1013.19,74.12,467.5164175498835
23.66,69.51,1012.9,52.59,448.15107738520624
5.68,40.35,1012.11,92.86,499.08728538480966
11.88,40.64,1020.5,85.43,483.0571769268777
28.15,72.99,1007.62,70.03,443.7409668287653
30.75,71.22,1006.47,48.06,450.62836749020994
19.68,51.19,1008.64,94.88,464.29318992687126
29.89,71.29,1009.0,55.72,443.25701208840513
24.92,60.95,1014.88,60.58,456.6325559978601
21.73,61.45,1010.27,91.59,455.78713379203583
23.23,63.31,1012.52,75.1,453.1376981741365
14.62,42.86,1015.56,84.5,481.8236860738511
20.76,70.72,1009.73,89.04,458.450050181388
26.16,63.76,1010.03,68.77,450.67682327738464
10.63,44.2,1018.63,90.26,487.8770599549928
29.53,64.44,1013.22,59.75,451.75008494664667
25.53,71.85,1009.19,74.7,443.2952947996079
8.07,43.41,1016.02,76.26,477.65900665390296
15.42,39.82,1012.89,83.54,482.7236840364381
7.91,37.8,1020.59,61.0,497.119381165705
27.98,67.9,1006.3,73.53,446.6399251462552
28.28,56.9,1006.38,64.99,458.9947475643832
28.74,70.32,1008.15,45.99,443.03076606969046
20.58,54.5,1015.04,89.83,480.5440536103837
21.5,50.32,1008.65,81.68,455.8146337776589
23.95,51.86,1014.24,68.28,462.0483450741012
25.24,63.47,1011.3,66.21,456.4630684580813
8.81,43.56,1014.99,81.5,492.3290928997548
19.73,56.65,1020.7,69.49,468.91276108783217
13.53,38.73,1004.86,85.38,484.8146992342795
32.63,74.99,1002.42,40.07,445.2650026071028
23.19,49.82,1014.59,70.52,463.3059864186915
17.9,58.33,1013.6,85.81,464.7597694638209
21.13,51.43,1007.43,88.72,457.9569207373337
22.49,56.9,1007.65,63.34,461.170969910548
13.36,39.64,1010.3,93.26,481.70188521171934
11.21,44.03,1007.95,93.03,485.7748877093576
13.95,71.14,1019.76,75.51,474.7575390249265
25.08,61.02,1010.01,73.21,449.2826988861376
8.52,41.55,1002.09,86.81,495.5966110388492
26.07,69.23,1013.32,54.03,449.6319222187537
32.96,68.31,1010.39,42.33,457.4075911073097
14.93,39.16,1007.25,72.35,477.3755984286951
6.8,39.37,1020.24,73.29,500.1446768855248
29.24,69.05,1003.12,43.18,444.4526139254242
27.39,66.93,1017.16,53.75,453.81204184788703
26.92,62.44,1011.09,70.8,449.9279258669298
23.84,49.21,1013.6,47.63,458.94561487717385
25.04,70.36,1006.56,75.91,447.8802584951642
23.47,51.3,1011.89,74.1,460.6650570749815
28.23,62.26,1010.88,60.86,449.1579022509952
9.73,41.01,1021.76,97.71,480.60242262979966
12.68,43.7,1016.07,86.89,484.8948990884415
23.1,59.43,1007.36,85.96,452.7596333335865
10.66,41.93,1016.12,94.16,492.540065779948
30.75,71.25,1000.07,65.47,445.1696718137885
9.18,42.18,1017.4,87.3,488.35659914827295
15.77,58.16,1016.09,82.56,463.02813026899054
8.97,44.03,1013.16,80.39,485.7614258230445
22.12,60.77,1018.01,83.87,457.05930205222086
21.38,44.05,1005.69,81.66,456.4274148055111
10.96,45.01,1017.97,95.82,481.2456348494233
18.48,46.48,1007.53,82.57,471.9039598630976
23.56,73.67,1007.13,87.1,452.0521782753842
12.69,40.71,1021.62,80.19,489.0629852983108
14.12,40.92,1022.46,73.28,473.0925392369297
30.47,68.24,1009.55,64.98,439.29582503138647
13.98,44.84,1023.6,89.09,475.5532367717061
19.13,58.66,1013.32,74.86,467.0544101031291
7.3,39.72,1020.85,77.83,498.2645260450338
15.39,42.28,1007.35,81.35,481.0942953850466
17.43,63.09,1019.87,92.77,460.9224567308478
26.11,70.36,1007.64,70.12,457.4326131749051
22.85,47.43,1008.13,66.36,458.5060844383664
18.93,44.06,1017.58,68.23,466.1913697916835
14.02,40.66,1017.05,84.14,475.6562673458682
12.92,39.35,1014.56,88.29,480.1543075809307
33.37,71.37,1003.75,45.26,444.717893075279
11.77,40.0,1021.08,85.08,487.43404120073
8.3,40.35,1012.37,98.17,493.6964048864781
33.18,72.29,1009.51,58.35,446.57096769923896
6.25,39.04,1019.65,71.27,495.9483027147354
27.54,75.6,1018.26,57.89,452.7394145626666
30.82,78.87,1012.06,70.69,444.3671196107201
20.01,43.77,1012.13,65.53,467.317200440094
23.74,63.9,1014.73,81.9,456.8676284229349
14.13,43.41,1015.26,55.63,475.2602484717063
14.72,43.34,1013.07,85.61,478.24089886984177
25.6,59.15,1013.31,67.02,452.25320657493774
12.24,49.83,1007.9,94.28,478.51659765809785
10.77,41.44,1016.72,75.27,493.4312329678039
15.67,38.62,1015.76,66.29,476.530975435272
10.8,41.74,1020.24,78.62,492.2222075630209
8.86,40.8,1028.18,91.0,496.4434687453386
14.41,40.83,1009.82,80.43,482.1976963743998
20.45,69.45,1012.53,91.81,452.4289790551354
22.04,59.14,1017.34,84.75,454.12282276258486
8.27,37.7,1015.09,73.64,490.0482112380205
26.28,68.14,1005.61,53.17,447.01500840246734
18.74,44.34,1019.4,55.16,481.164463307498
24.27,74.93,1012.73,73.81,456.6077100264233
29.38,73.42,1011.49,54.96,456.1372581493277
22.31,70.32,1009.22,89.53,450.3125256482143
25.18,65.06,1013.64,55.77,452.9569733681978
8.4,38.5,1013.67,69.13,499.0914398428041
25.23,58.82,1010.9,70.47,454.5324363259273
30.85,68.94,1007.31,68.99,437.290319070638
16.58,41.93,1022.36,45.24,480.12703417468543
22.46,58.33,1013.21,68.68,457.8337821406152
19.59,59.87,1018.28,84.83,460.8080687982893
23.0,63.78,1015.85,70.46,456.7925247183515
18.27,65.94,1013.09,84.72,462.9738363029935
5.76,40.07,1013.22,62.99,507.1208294671861
24.48,50.23,1017.03,66.89,468.2364253873365
16.59,41.79,1006.67,73.9,466.6086050575081
17.52,44.05,1008.87,85.67,468.7427760884698
20.92,49.15,1021.15,49.76,467.9585819211921
23.38,48.78,1019.03,78.69,458.88524985728986
10.71,41.93,1018.23,90.88,491.3541911996003
30.51,59.57,1011.08,61.94,448.07090059886406
24.39,51.86,1014.92,59.98,459.4079322553915
25.07,60.27,1018.13,70.33,452.9146617382175
26.2,65.18,1011.42,47.82,449.26288503413457
23.68,68.12,1011.18,72.45,453.97790235598967
7.87,41.06,1020.91,87.64,497.6372461370002
27.2,65.12,1016.2,44.95,457.5082972218205
7.0,36.24,1013.15,89.64,493.764195470036
29.68,64.33,1011.2,57.73,453.7443891546996
13.34,41.79,1011.48,86.66,472.248408081001
14.39,44.21,1019.77,85.7,478.19801512682807
17.73,43.72,1009.33,76.68,462.6065975061632
30.64,74.87,1009.44,59.01,450.1042409125478
23.69,73.67,1007.19,86.73,447.99193526181097
19.45,46.33,1013.39,99.52,465.11322932165496
30.09,69.48,1009.51,53.24,447.47673564173897
21.71,61.45,1010.97,91.62,456.80885184736144
12.24,44.9,1020.31,82.22,476.0224914576012
25.07,77.95,1012.87,83.0,452.31405581608885
18.64,67.71,1003.84,89.63,454.5553893294429
29.36,68.94,1007.5,79.91,444.62957660922655
17.29,52.72,1024.71,62.32,479.6939019120282
27.18,79.05,1008.99,94.32,445.9969086740836
33.43,66.44,1010.29,53.45,445.79500979238367
13.41,54.3,1016.48,79.28,480.6682538710051
31.4,71.06,1008.44,74.77,446.3548750418715
23.19,48.6,1002.38,61.19,458.55832550838113
27.2,65.18,1011.47,47.14,448.248151062434
9.68,40.77,1022.04,85.23,485.0776919945829
26.06,71.73,1009.65,77.02,443.9105356892068
11.55,42.34,1020.78,94.56,480.8679313765858
27.55,68.08,1011.42,60.71,445.2744545715789
27.59,50.05,1005.71,57.03,449.16860330359566
15.4,41.16,1005.34,80.22,474.8570423474605
17.48,58.95,1016.49,90.35,461.5992526212572
31.61,75.08,1004.83,42.29,447.9328974558457
22.8,73.17,1011.87,91.57,451.0683096935026
25.38,71.73,1009.97,72.6,446.7756688356601
27.52,69.68,1011.67,56.94,458.310510107564
21.83,62.91,1011.07,91.34,457.052139331271
16.03,41.23,996.35,82.04,477.84639815489817
14.18,42.99,1007.19,73.21,478.6869682510544
23.03,44.89,1010.26,59.85,459.7912760670236
11.06,37.92,1008.76,67.32,484.3964723311617
27.49,71.94,1006.62,73.35,449.4226864178692
21.49,61.27,1019.81,63.21,462.2377189350914
11.02,41.26,1020.69,92.13,483.40547249537497
28.48,54.2,1013.14,49.51,455.05904757882416
19.12,58.79,1017.34,92.45,460.26971981190087
29.22,75.23,1010.49,48.73,449.9418782302093
17.73,40.55,1003.36,74.62,472.8833533866033
4.69,39.42,1024.58,79.35,498.46937987727455
20.57,63.78,1016.76,74.0,464.3264744830692
7.73,37.8,1020.71,63.93,497.1653829965872
29.56,74.22,1007.45,57.46,445.90671240847365
8.22,41.03,1021.76,82.97,497.92074067609536
19.85,56.53,1020.57,74.05,470.1763942127884
13.01,41.58,1020.82,78.41,477.0542877375625
24.96,60.84,1018.13,59.51,452.2363085675655
10.52,41.78,1013.54,71.52,486.53310784666337
20.28,62.52,1017.89,75.67,463.53994555720897
20.87,57.19,1006.5,77.0,458.7328963715032
11.52,39.18,1023.43,83.29,486.0473678418104
32.45,44.37,1005.05,44.37,443.2180236380505
26.91,61.5,1009.47,55.26,448.7756234856822
15.72,43.02,1011.98,45.74,478.1086721613211
21.7,64.44,1014.95,73.33,461.03459841232245
24.63,63.9,1014.53,75.24,451.7917870869173
12.69,40.75,1016.05,82.92,483.7405201384689
12.41,45.87,1004.78,80.02,479.3783406519825
23.1,70.79,1006.53,90.81,445.8933396068869
27.46,68.08,1013.06,46.49,446.1354103130196
13.61,38.47,1015.1,54.98,478.957027211558
26.53,63.87,1017.38,48.53,456.3841040258745
10.06,39.61,1018.22,70.22,485.2670823892488
22.55,70.79,1006.19,92.56,448.4673887228137
21.14,58.05,1012.98,87.27,463.2430341856202
17.81,45.0,1022.32,43.84,483.2582987245749
15.14,37.85,1010.33,84.3,480.0154248006661
22.93,63.13,1011.6,77.09,460.0417463639864
16.85,50.9,1013.26,83.94,472.903584159992
9.82,39.96,1024.72,97.69,483.7744620430901
25.23,61.86,1013.0,76.18,454.9199631719528
13.01,41.58,1020.82,78.41,476.4947687393869
12.99,40.55,1007.52,94.15,482.4369716291564
11.35,40.73,1019.37,96.05,484.95435459654976
19.82,57.85,1011.58,97.23,460.5645274713124
10.57,36.71,1022.11,82.39,484.639958819701
30.14,67.69,1006.54,57.05,438.9580187360207
23.94,59.39,1014.32,74.55,450.9371151665937
14.41,43.13,1016.32,59.55,479.97090571436325
27.81,64.69,1006.59,71.75,449.20978786817255
27.47,63.78,1016.07,48.47,458.6552672645466
23.43,60.32,1015.34,69.34,459.3332152613002
27.76,44.89,1009.4,50.15,454.26282198600416
14.38,40.66,1016.34,92.37,476.9484500173074
21.97,69.23,1012.25,86.45,456.9692474679528
7.28,40.67,1020.16,72.7,506.58466482029473
15.79,50.88,1014.58,99.9,471.7639421742616
23.65,66.05,1019.6,78.21,454.5495304762246
24.19,46.93,1013.4,49.39,457.7761601170713
22.61,60.27,1018.81,83.27,454.8612431162528
10.22,39.64,1010.72,63.05,489.6403436014506
13.46,41.4,1019.46,71.73,480.0878615557644
22.16,58.82,1009.61,87.16,457.7917656503856
27.27,72.24,1010.69,78.09,445.4216849827573
8.85,40.43,1025.68,80.42,504.598270203674
27.52,66.25,1008.21,78.8,451.6154134051702
10.05,40.23,1019.71,90.41,487.2918855128895
13.61,42.34,1017.78,88.84,478.9248054980719
10.77,41.46,1021.42,87.18,492.1952837468501
22.07,48.41,1008.71,81.29,457.334179293244
24.75,69.89,1015.29,82.01,450.2594180144452
16.33,42.44,1013.98,84.9,475.1327394289392
30.69,73.67,1006.14,60.58,443.51124064805015
21.04,50.32,1008.41,90.19,458.8249661524886
10.32,41.46,1017.98,87.66,493.5676730476487
22.91,60.07,1016.03,59.72,458.5341913803912
13.27,52.75,1025.86,65.12,477.6804048298425
7.87,43.02,1014.67,83.58,497.7845215756182
32.38,73.91,1004.05,61.69,443.4090328081994
8.46,39.42,1025.05,69.36,484.9414868185
6.26,41.31,1002.04,87.54,497.22194655462937
19.66,51.43,1010.17,84.19,470.3268620768836
9.96,41.55,1002.59,65.86,488.2871438469684
25.88,74.67,1016.66,81.09,447.68350716344537
21.32,49.02,1008.81,85.81,458.1536365284295
10.95,40.22,1010.04,78.96,490.8271038554877
5.29,41.38,1020.62,83.83,505.3814923985178
13.18,52.72,1024.67,75.96,480.91982442015495
28.46,49.16,1004.61,38.1,449.57747885067664
27.84,68.08,1013.34,46.19,446.8856861118725
26.31,52.09,1013.39,53.59,459.0408970604735
28.01,64.69,1007.61,58.45,450.8378937226625
25.72,66.86,1007.47,69.14,453.604792443468
26.16,59.87,1013.24,71.92,459.7374566518078
22.43,69.84,1006.94,75.54,447.5333537224364
17.01,49.15,1021.83,84.02,472.3811422383329
